State,Year,(R01) Total Revenue,(E001) Total Expenditure,(E065) Total Highways-Dir Exp,(E066) Total Highways-Cur Op,(E067) Total Highways-Cap Out,(E068) Regular Hwy-Direct Exp,(E069) Regular Hwy-Cur Oper (E44),(E070) Regular Hwy-Cap Outlay,(E071) Toll Hwy-Total Expend,(E072) Toll Hwy-Current Oper (E45),(E073) Toll Hwy-Cap Outlay
Kentucky,2013,9137,9208,618,209,409,578,208,370,40,1,40
Kentucky,2014,9710,9323,655,218,437,626,217,409,29,1,28
Kentucky,2015,9314,10107,698,231,467,673,231,443,25,1,24
Kentucky,2016,9276,10460,637,223,414,619,223,397,17,0,17
Kentucky,2017,9997,10353,529,209,320,512,208,304,17,1,16
Louisiana,1977,5381,5285,668,212,457,668,211,457,0,0,0
Louisiana,1978,5532,5199,586,246,340,586,246,340,0,0,0
Louisiana,1979,5537,5002,485,223,262,485,223,262,0,0,0
Louisiana,1980,5623,5168,559,229,330,559,229,330,0,0,0
Louisiana,1981,5594,5456,567,228,339,567,228,339,0,0,0
Louisiana,1982,5807,5697,440,97,342,440,97,342,0,0,0
Louisiana,1983,6023,6219,614,194,419,614,194,419,0,0,0
Louisiana,1984,6168,6240,590,199,391,590,199,391,0,0,0
Louisiana,1985,6537,6192,530,193,338,530,193,338,0,0,0
Louisiana,1986,6605,6424,551,181,370,551,181,370,0,0,0
Louisiana,1987,6922,6446,504,176,328,504,176,328,0,0,0
Louisiana,1988,6061,6206,462,177,285,457,175,283,4,2,2
Louisiana,1989,6727,6295,428,169,259,426,167,258,3,2,1
Louisiana,1990,6913,6455,459,160,299,449,153,296,10,7,3
Louisiana,1991,6974,6729,495,187,308,484,181,303,11,6,5
Louisiana,1992,7097,7184,503,210,293,487,203,284,16,7,9
Louisiana,1993,7574,7284,444,197,246,429,192,238,14,6,9
Louisiana,1994,7553,7191,443,200,244,427,193,234,17,6,10
Louisiana,1995,7597,7639,429,197,232,419,191,229,9,6,3
Louisiana,1996,7621,7344,457,210,247,447,204,243,10,6,4
Louisiana,1997,8082,7327,420,216,204,410,209,201,10,6,3
Louisiana,1998,8601,7561,476,214,262,467,207,260,9,7,2
Louisiana,1999,8476,7853,511,214,297,500,207,293,11,7,4
Louisiana,2000,8629,7964,526,207,319,513,200,313,13,7,6
Louisiana,2002,8298,8284,464,204,260,449,197,252,14,7,7
Louisiana,2004,9725,8865,480,205,274,466,197,270,14,9,5
Louisiana,2005,9834,8934,489,207,283,474,197,277,15,9,6
Louisiana,2006,11250,9979,595,216,379,580,206,374,15,10,5
Louisiana,2007,12629,10612,598,221,377,583,210,374,14,11,3
Louisiana,2008,11561,12037,762,224,539,744,211,533,18,12,6
Louisiana,2009,9673,12213,897,245,652,881,232,649,16,13,3
Louisiana,2010,11645,12060,717,230,486,703,219,484,14,11,3
Louisiana,2011,11736,11659,717,232,485,706,223,483,12,9,2
Louisiana,2012,9733,11150,641,228,412,630,220,410,11,8,2
Louisiana,2013,10860,10889,572,229,343,558,221,338,14,8,5
Louisiana,2014,11215,10526,489,210,278,476,202,274,13,8,4
Louisiana,2015,9619,10422,512,216,296,500,207,293,13,9,4
Louisiana,2016,9412,10368,523,199,324,511,191,319,12,8,4
Louisiana,2017,11232,10462,514,227,287,499,216,283,15,10,5
Alaska,1977,17599,15404,1940,480,1460,1940,480,1460,0,0,0
Alaska,1978,16380,15716,1790,426,1364,1790,426,1364,0,0,0
Alaska,1979,18853,17269,1499,566,933,1499,566,933,0,0,0
Alaska,1980,28225,19986,1641,647,994,1641,647,994,0,0,0
Alaska,1981,37736,20535,1687,604,1083,1687,604,1083,0,0,0
Alaska,1982,38077,22294,1750,623,1127,1750,623,1127,0,0,0
Alaska,1983,31014,24270,2105,886,1219,1789,604,1185,316,282,34
Alaska,1984,30030,23636,2124,916,1207,1804,634,1170,320,282,37
Alaska,1985,31298,24102,2353,952,1400,2059,695,1363,294,257,37
Alaska,1986,30767,23285,1987,957,1030,1485,689,795,503,268,235
Alaska,1987,25258,23660,2336,1065,1271,2092,833,1259,244,231,13
Alaska,1988,25102,21311,2070,1123,948,1755,890,866,315,233,82
Alaska,1989,23793,21083,2107,1170,937,1793,943,851,314,228,86
Alaska,1990,24131,20474,1818,1128,689,1596,935,661,222,194,28
Alaska,1991,25162,20087,1814,1166,648,1559,959,600,255,207,48
Alaska,1992,23741,20225,1823,1133,690,1564,924,640,259,209,49
Alaska,1993,25612,19593,1891,1093,797,1686,889,797,205,205,0
Alaska,1994,21449,19301,1781,1034,747,1511,827,684,269,207,63
Alaska,1995,26878,19158,1766,1002,764,1503,802,701,264,200,63
Alaska,1996,25676,18521,1792,1039,753,1500,830,670,292,209,83
Alaska,1997,28166,18753,1701,984,718,1369,788,581,333,196,137
Alaska,1998,26737,18809,1555,938,617,1241,750,491,314,188,126
Alaska,1999,21723,19040,1762,922,840,1535,739,796,227,183,44
Alaska,2000,23859,19557,1875,888,987,1672,747,925,203,141,62
Alaska,2002,14833,19934,1942,918,1025,1737,770,967,205,148,57
Alaska,2004,21712,19714,1875,1073,801,1613,919,694,262,154,108
Alaska,2005,21461,18869,2262,985,1277,2014,810,1204,248,175,73
Alaska,2006,23850,19440,2347,1103,1245,2107,884,1223,240,219,21
Alaska,2007,26995,20261,2434,1137,1297,2160,907,1252,274,229,45
Alaska,2008,31609,21370,2519,1144,1375,2245,922,1324,274,223,51
Alaska,2009,20597,23780,2789,1201,1588,2524,988,1536,266,213,52
Alaska,2010,24632,22754,2731,1182,1549,2487,982,1505,244,201,43
Alaska,2011,27700,22005,2540,1215,1324,2269,991,1278,270,224,46
Alaska,2012,26600,21393,1862,1094,768,1561,851,710,301,243,59
Alaska,2013,24814,22111,2012,1152,860,1718,917,801,295,236,59
Alaska,2014,23152,23262,2264,1165,1099,2010,942,1068,254,223,31
Alaska,2015,16804,23653,2222,1079,1142,1974,870,1104,247,209,38
Alaska,2016,16036,21832,2180,954,1226,1987,790,1197,193,164,29
Alaska,2017,19308,20180,1909,955,954,1744,800,945,165,155,10
Maine,1977,5197,5233,580,353,227,524,315,210,56,38,17
Maine,1978,5431,5272,570,353,217,537,332,206,33,21,12
Maine,1979,5168,4999,584,340,244,546,314,232,38,26,12
Maine,1980,5003,4813,557,308,249,526,286,240,31,22,9
Maine,1981,4937,4714,460,292,168,433,271,162,27,21,6
Maine,1982,4961,4855,479,285,194,452,263,189,27,22,5
Maine,1983,5065,4996,488,320,168,447,299,147,41,20,21
Maine,1984,5387,5165,453,298,155,429,277,152,25,21,3
Maine,1985,5836,5386,522,313,209,485,289,195,38,24,14
Maine,1986,6226,5750,542,323,219,505,296,209,37,27,10
Maine,1987,6630,5965,531,340,191,491,313,178,40,27,13
Maine,1988,6826,6168,522,327,195,482,294,188,40,33,8
Maine,1989,7015,6534,538,313,225,486,283,203,52,30,22
Maine,1990,6884,6694,556,362,193,509,331,178,47,31,16
Maine,1991,6672,7264,594,362,232,536,326,210,58,36,22
Maine,1992,7374,7461,557,352,206,505,318,187,52,34,19
Maine,1993,7485,7353,535,358,177,490,326,164,45,33,12
Maine,1994,7641,7313,526,310,216,480,279,201,46,31,15
Maine,1995,7707,7516,557,320,237,495,288,207,62,32,30
Maine,1996,7685,7513,610,378,232,545,349,196,66,30,36
Maine,1997,8917,7745,607,391,216,537,356,181,70,35,35
Maine,1998,9547,7964,568,405,163,536,376,159,32,29,3
Maine,1999,9403,8087,595,396,199,549,365,184,46,31,15
Maine,2000,9535,8529,638,390,248,559,359,200,78,31,48
Maine,2002,8431,9123,649,392,257,558,361,197,91,32,60
Maine,2004,11157,9892,687,408,279,580,350,230,107,58,49
Maine,2005,10833,9714,671,410,261,595,353,242,77,57,19
Maine,2006,10551,9823,733,429,305,666,370,297,67,59,8
Maine,2007,11120,9676,647,420,227,575,354,222,72,66,6
Maine,2008,9066,9578,610,426,183,542,364,178,67,62,5
Maine,2009,8151,10256,664,444,220,593,378,215,71,67,5
Maine,2010,10632,10402,709,426,283,640,362,278,68,64,5
Maine,2011,11422,10256,752,427,325,670,365,305,82,62,19
Maine,2012,9460,10066,715,404,311,632,342,289,83,62,21
Maine,2013,10263,9774,712,410,302,627,345,282,85,65,20
Maine,2014,10902,9906,679,410,270,608,351,257,71,59,13
Maine,2015,9764,9679,732,422,310,648,355,293,84,67,17
Maine,2016,9790,9945,782,479,303,672,416,256,110,63,47
Maine,2017,10806,9599,739,464,275,643,400,243,96,64,32
Maryland,1977,6319,6308,442,135,307,409,124,285,33,11,22
Maryland,1978,6638,6251,442,163,280,417,151,265,26,11,14
Maryland,1979,6452,6104,438,173,265,423,162,261,15,11,4
Maryland,1980,6284,6108,478,165,313,451,153,298,28,13,15
Maryland,1981,6040,5839,412,157,255,387,148,239,25,10,15
Maryland,1982,5978,5842,501,135,366,477,125,352,24,10,14
Maryland,1983,6140,6129,487,187,300,466,178,288,21,10,12
Maryland,1984,6302,6023,414,182,233,394,172,222,21,10,11
Maryland,1985,6636,6045,485,194,290,462,185,276,23,9,14
Maryland,1986,7219,6463,534,204,330,448,193,255,86,11,75
Maryland,1987,7332,6610,553,212,341,522,201,322,31,11,20
Maryland,1988,8022,6758,614,215,399,572,204,368,42,11,31
Maryland,1989,7576,6897,612,217,396,556,205,351,56,11,45
Maryland,1990,7630,7294,589,225,365,546,212,334,44,13,31
Maryland,1991,7375,7568,529,196,333,504,184,320,25,12,12
Maryland,1992,7650,7323,396,191,205,368,180,188,28,12,16
Maryland,1993,7950,7241,368,183,185,344,171,173,24,12,12
Maryland,1994,8018,7470,376,207,169,352,196,156,24,11,13
Maryland,1995,8090,7633,399,210,189,373,198,175,26,11,14
Maryland,1996,7898,7552,399,218,182,367,206,160,33,12,21
Maryland,1997,9144,7664,416,209,207,387,198,189,29,11,18
Maryland,1998,9222,7643,395,193,203,370,182,188,25,11,14
Maryland,1999,8755,7824,412,205,207,382,194,189,29,11,18
Maryland,2000,9099,8201,399,211,188,374,199,174,25,11,13
Maryland,2002,8382,8948,465,214,251,437,199,239,27,15,12
Maryland,2004,10388,8986,454,226,228,405,199,206,49,27,22
Maryland,2005,10116,9285,507,253,253,460,225,235,47,28,18
Maryland,2006,10434,9567,525,247,279,472,221,250,53,25,28
Maryland,2007,11122,9994,577,271,305,477,247,230,99,24,75
Maryland,2008,8996,10267,578,274,304,441,257,184,137,17,119
Maryland,2009,7977,10915,599,286,313,430,270,160,168,16,153
Maryland,2010,11165,11163,605,295,309,428,278,150,176,17,159
Maryland,2011,11721,10780,552,253,300,371,236,135,181,17,164
Maryland,2012,10261,11203,916,267,649,405,252,153,512,15,496
Maryland,2013,11300,10795,505,264,241,410,256,153,95,7,88
Maryland,2014,11696,10994,538,288,250,437,280,157,100,7,93
Maryland,2015,11114,11501,592,300,293,460,292,168,132,8,125
Maryland,2016,10903,11257,578,291,288,476,284,192,103,7,96
Maryland,2017,12100,11546,559,274,285,474,267,206,85,7,79
Massachusetts,1977,6910,6947,364,215,149,341,198,144,22,17,5
Massachusetts,1978,7083,6713,391,234,157,372,221,152,18,13,5
Massachusetts,1979,6934,6823,336,196,141,317,183,133,20,12,7
Massachusetts,1980,6521,6461,319,180,140,300,167,132,20,12,7
Massachusetts,1981,6167,6375,319,173,146,302,161,141,17,12,5
Massachusetts,1982,6226,6218,273,157,116,256,144,112,17,13,4
Massachusetts,1983,6425,6498,284,161,123,266,147,119,18,14,4
Massachusetts,1984,6580,6469,278,165,113,261,151,110,17,14,3
Massachusetts,1985,6925,6709,291,164,127,270,149,121,22,15,6
Massachusetts,1986,7591,7301,314,176,138,291,160,131,23,16,7
Massachusetts,1987,7693,7671,354,187,167,330,173,157,24,14,10
Massachusetts,1988,7753,8052,369,177,193,341,161,180,28,16,13
Massachusetts,1989,7954,8465,364,175,189,336,159,177,28,16,12
Massachusetts,1990,8118,8615,307,170,138,277,153,124,30,17,13
Massachusetts,1991,8343,9007,329,151,178,295,132,163,34,19,15
Massachusetts,1992,8721,8869,382,152,231,345,132,213,38,20,18
Massachusetts,1993,8826,8878,450,175,276,418,155,263,33,20,13
Massachusetts,1994,8970,9146,516,176,340,480,155,325,36,21,15
Massachusetts,1995,9255,9373,545,161,383,519,140,380,25,21,4
Massachusetts,1996,9360,9262,577,185,392,535,164,371,42,22,21
Massachusetts,1997,9430,9313,622,188,435,547,152,395,75,35,40
Massachusetts,1998,9834,9533,674,194,479,617,155,462,57,40,17
Massachusetts,1999,9648,9546,633,190,443,583,152,431,50,38,12
Massachusetts,2000,10317,9927,724,178,546,548,141,406,176,37,140
Massachusetts,2002,8897,10855,692,177,514,474,137,337,218,41,177
Massachusetts,2004,12331,11655,653,183,470,388,140,249,265,44,221
Massachusetts,2005,12156,11341,450,189,261,383,146,237,67,43,24
Massachusetts,2006,12631,11528,411,180,232,332,136,196,80,44,36
Massachusetts,2007,12889,11897,418,191,227,307,142,165,110,48,62
Massachusetts,2008,11575,12044,504,232,272,311,165,145,193,66,127
Massachusetts,2009,9211,12856,452,232,220,380,182,198,72,51,22
Massachusetts,2010,13028,13127,434,195,240,378,151,227,57,44,12
Massachusetts,2011,13652,12877,422,198,224,370,155,214,53,43,10
Massachusetts,2012,11731,12766,417,205,212,361,151,210,56,54,3
Massachusetts,2013,12564,12538,437,239,199,377,180,197,61,59,2
Massachusetts,2014,13581,12524,468,245,224,400,178,223,68,67,1
Massachusetts,2015,12820,13190,564,299,265,485,222,263,80,78,2
Massachusetts,2016,12844,13383,569,280,290,490,202,288,80,78,2
Massachusetts,2017,13904,13586,563,301,262,478,219,259,85,81,3
Michigan,1977,6806,6478,397,166,231,396,165,231,1,1,0
Michigan,1978,6868,6391,353,161,192,352,160,191,1,1,0
Michigan,1979,6763,6369,386,182,204,385,181,204,1,1,0
Michigan,1980,6541,6609,406,173,234,405,172,233,1,1,0
Michigan,1981,6949,6337,341,170,171,340,169,171,1,1,0
Michigan,1982,6741,6365,289,151,138,288,150,138,1,1,0
Michigan,1983,7115,6612,298,178,120,297,177,120,1,1,0
Michigan,1984,7159,6534,335,190,145,334,189,145,1,1,0
Michigan,1985,7164,6470,356,226,129,355,225,129,1,1,0
Michigan,1986,7848,7097,387,243,145,386,241,145,1,1,0
Michigan,1987,7848,7195,378,241,137,377,240,137,1,1,0
Michigan,1988,7595,7411,388,220,168,386,219,168,1,1,0
Michigan,1989,7616,7252,382,218,163,380,217,163,1,1,0
Michigan,1990,7489,7395,375,215,159,373,214,159,2,1,0
Michigan,1991,7569,7515,373,218,155,371,217,155,1,1,0
Michigan,1992,7755,7595,354,206,148,352,205,148,1,1,0
Michigan,1993,8081,7665,358,198,160,357,197,160,1,1,0
Michigan,1994,8305,7722,371,205,166,370,204,166,2,1,0
Michigan,1995,8225,7886,370,233,138,368,231,137,3,2,1
Michigan,1996,8418,7856,378,234,144,376,233,143,3,2,1
Michigan,1997,9614,8076,384,231,154,382,229,153,2,2,1
Michigan,1998,8903,8325,432,246,186,429,243,185,3,2,0
Michigan,1999,9823,8482,452,247,206,450,245,205,3,2,1
Michigan,2000,10028,8797,441,268,173,438,267,172,3,2,1
Michigan,2002,8625,9480,440,284,156,438,282,156,2,2,0
Michigan,2004,10284,9979,455,284,171,452,282,170,3,2,0
Michigan,2005,10132,9498,455,265,191,453,262,191,3,2,0
Michigan,2006,10164,9255,439,264,175,434,260,174,4,3,1
Michigan,2007,10803,9546,448,266,182,445,263,182,4,3,0
Michigan,2008,7908,9587,423,257,167,419,254,165,4,3,1
Michigan,2009,8327,9962,456,286,170,451,282,169,5,3,1
Michigan,2010,10677,10349,420,257,163,416,254,162,4,3,1
Michigan,2011,10317,9885,383,242,141,377,239,138,6,3,3
Michigan,2012,9858,9570,355,229,126,348,226,122,7,3,4
Michigan,2013,10073,9457,361,234,126,356,232,124,5,3,2
Michigan,2014,10232,9352,361,225,135,357,223,134,3,2,1
Michigan,2015,9908,9737,380,233,147,375,231,144,5,2,3
Michigan,2016,10145,9919,393,242,152,389,240,150,4,2,2
Michigan,2017,11018,9852,431,269,162,427,266,161,4,2,1
Minnesota,1977,6945,6637,614,286,328,614,286,328,0,0,0
Minnesota,1978,7066,6514,622,304,318,622,304,318,0,0,0
Minnesota,1979,6949,6306,646,304,342,646,304,342,0,0,0
Minnesota,1980,6560,6329,650,280,369,650,280,369,0,0,0
Minnesota,1981,6807,6431,580,262,318,580,262,318,0,0,0
Minnesota,1982,6856,6637,567,282,285,567,282,285,0,0,0
Minnesota,1983,7519,6805,594,286,308,594,286,308,0,0,0
Minnesota,1984,7979,7119,620,297,323,620,297,323,0,0,0
Minnesota,1985,8218,7414,665,294,372,665,294,372,0,0,0
Minnesota,1986,8385,7834,698,311,387,698,311,387,0,0,0
Minnesota,1987,8862,8100,680,293,387,680,293,387,0,0,0
Minnesota,1988,8885,8168,686,259,427,686,259,427,0,0,0
Minnesota,1989,9026,8273,694,250,443,694,250,443,0,0,0
Minnesota,1990,9014,8236,702,254,448,702,254,448,0,0,0
Minnesota,1991,8810,8583,672,244,429,672,244,429,0,0,0
Minnesota,1992,9242,8971,684,272,412,684,272,412,0,0,0
Minnesota,1993,9543,9084,681,250,431,681,250,431,0,0,0
Minnesota,1994,9440,8934,616,251,365,616,251,365,0,0,0
Minnesota,1995,9788,9322,666,257,409,666,257,409,0,0,0
Minnesota,1996,10208,9246,646,243,403,646,243,403,0,0,0
Minnesota,1997,10717,9080,655,252,403,655,252,403,0,0,0
Minnesota,1998,11352,9519,701,290,412,701,290,412,0,0,0
Minnesota,1999,11061,9623,671,286,385,671,286,385,0,0,0
Minnesota,2000,11190,10220,689,284,405,689,284,405,0,0,0
Minnesota,2002,9537,10999,728,306,422,728,306,422,0,0,0
Minnesota,2004,10956,10594,759,291,468,759,291,468,0,0,0
Minnesota,2005,11146,10526,695,289,406,695,289,406,0,0,0
Minnesota,2006,11485,10498,717,285,433,717,285,433,0,0,0
Minnesota,2007,12337,10723,727,299,428,727,299,428,0,0,0
Minnesota,2008,9907,11044,818,308,510,818,308,510,0,0,0
Minnesota,2009,8441,11763,766,319,447,766,319,447,0,0,0
Minnesota,2010,12152,11848,809,325,484,809,325,484,0,0,0
Minnesota,2011,12976,11348,747,324,424,747,324,424,0,0,0
Minnesota,2012,11159,11206,717,307,411,717,307,411,0,0,0
Minnesota,2013,12458,10816,738,318,420,735,317,418,3,1,2
Minnesota,2014,12909,11223,796,331,465,793,331,462,3,1,2
Minnesota,2015,12483,11455,827,369,458,826,369,457,1,0,1
Minnesota,2016,11782,12132,924,385,539,921,384,537,3,1,3
Minnesota,2017,13240,12327,866,366,501,865,365,500,1,0,0
Mississippi,1977,4722,4509,616,251,365,616,251,365,0,0,0
Mississippi,1978,5008,4468,510,258,252,510,258,252,0,0,0
Mississippi,1979,4919,4543,522,240,282,522,240,282,0,0,0
Mississippi,1980,4747,4485,581,226,354,581,226,354,0,0,0
Mississippi,1981,4592,4494,527,212,314,527,212,314,0,0,0
Mississippi,1982,4843,4537,514,232,282,514,232,282,0,0,0
Mississippi,1983,4750,4461,483,226,257,483,226,257,0,0,0
Mississippi,1984,4944,4562,473,238,234,473,238,234,0,0,0
Mississippi,1985,5144,4699,488,234,254,488,234,254,0,0,0
Mississippi,1986,5599,5017,512,237,275,512,237,275,0,0,0
Mississippi,1987,5654,5063,462,234,228,462,234,228,0,0,0
Mississippi,1988,5607,5319,417,192,225,417,192,225,0,0,0
Mississippi,1989,5805,5455,427,208,219,427,208,219,0,0,0
Mississippi,1990,5928,5394,407,197,210,407,197,210,0,0,0
Mississippi,1991,5920,5459,460,200,261,460,200,261,0,0,0
Mississippi,1992,6124,5953,500,226,274,500,226,274,0,0,0
Mississippi,1993,6513,5741,463,216,247,463,216,247,0,0,0
Mississippi,1994,6662,5926,449,216,233,449,216,233,0,0,0
Mississippi,1995,6895,6354,509,224,285,509,224,285,0,0,0
Mississippi,1996,7115,6658,566,242,324,566,242,324,0,0,0
Mississippi,1997,7279,6929,540,243,297,540,242,297,0,0,0
Mississippi,1998,7851,7088,626,268,358,626,268,358,0,0,0
Mississippi,1999,7789,7438,594,282,312,594,282,312,0,0,0
Mississippi,2000,8332,7685,615,276,340,615,276,340,0,0,0
Mississippi,2002,7581,8238,589,284,306,589,284,306,0,0,0
Mississippi,2004,9284,8706,600,293,307,600,293,307,0,0,0
Mississippi,2005,9119,8656,565,285,280,565,285,280,0,0,0
Mississippi,2006,10038,9248,721,287,434,721,287,434,0,0,0
Mississippi,2007,11924,9970,757,282,475,757,282,475,0,0,0
Mississippi,2008,9085,9719,651,279,372,651,279,372,0,0,0
Mississippi,2009,8402,10131,605,298,307,605,298,307,1,0,1
Mississippi,2010,10857,10299,642,289,353,642,289,353,0,0,0
Mississippi,2011,11524,10048,619,269,350,619,269,350,0,0,0
Mississippi,2012,9574,9937,621,264,357,621,264,357,0,0,0
Mississippi,2013,10472,9698,578,263,316,578,263,315,1,0,1
Mississippi,2014,10804,9620,549,266,283,549,266,283,0,0,0
Mississippi,2015,10185,9997,559,262,296,558,262,296,0,0,0
Mississippi,2016,10018,10229,567,287,281,567,287,280,0,0,0
Mississippi,2017,10874,10061,579,301,278,578,301,278,0,0,0
Missouri,1977,4698,4338,424,164,260,422,163,259,2,1,1
Missouri,1978,4717,4247,406,199,207,405,198,207,1,1,0
Missouri,1979,4711,4280,453,184,269,451,183,269,1,1,0
Missouri,1980,4597,4388,424,169,255,422,169,253,2,1,1
Missouri,1981,4404,4377,370,164,206,369,163,206,1,1,0
Missouri,1982,4452,4210,322,166,156,321,165,156,1,1,0
Missouri,1983,4647,4250,341,171,170,340,170,170,1,1,0
Missouri,1984,4859,4390,334,172,162,333,171,162,1,1,0
Missouri,1985,5115,4591,420,179,241,420,179,241,1,1,0
Missouri,1986,5444,4885,455,185,271,455,184,270,1,1,0
Missouri,1987,5516,5104,414,182,232,413,182,232,1,1,0
Missouri,1988,5515,5103,405,176,229,404,175,229,1,1,0
Missouri,1989,5621,5164,415,192,224,415,191,223,1,0,0
Missouri,1990,5636,5216,397,193,204,396,193,204,1,0,1
Missouri,1991,5723,5439,437,210,227,437,210,227,0,0,0
Missouri,1992,6173,5748,434,205,229,432,205,228,2,0,2
Missouri,1993,6278,5608,387,185,202,387,185,202,0,0,0
Missouri,1994,6429,5685,438,216,223,438,216,223,0,0,0
Missouri,1995,7150,6019,453,204,248,453,204,248,0,0,0
Missouri,1996,7377,6217,450,184,266,450,184,266,0,0,0
Missouri,1997,7222,6428,475,205,270,475,205,270,0,0,0
Missouri,1998,7927,6676,478,223,254,478,223,254,0,0,0
Missouri,1999,7925,7032,509,230,279,509,230,279,0,0,0
Missouri,2000,8031,7096,545,231,315,545,231,315,0,0,0
Missouri,2002,7352,7932,594,269,325,594,269,325,0,0,0
Missouri,2004,9013,8031,580,263,316,580,263,316,0,0,0
Missouri,2005,8961,8060,528,279,249,528,279,249,0,0,0
Missouri,2006,9198,8225,574,262,312,574,262,312,0,0,0
Missouri,2007,9962,8411,595,270,325,595,270,325,0,0,0
Missouri,2008,8065,8600,542,253,289,542,253,289,0,0,0
Missouri,2009,6425,9295,600,269,330,600,269,330,0,0,0
Missouri,2010,9672,9381,594,260,335,594,260,335,0,0,0
Missouri,2011,10364,9070,575,243,332,575,243,332,0,0,0
Missouri,2012,8749,9073,520,223,297,520,223,297,0,0,0
Missouri,2013,9557,8863,458,219,239,458,219,239,0,0,0
Missouri,2014,9957,8653,422,227,195,422,227,195,0,0,0
Missouri,2015,9164,8883,417,224,193,417,224,193,0,0,0
Missouri,2016,8809,9000,401,219,183,401,219,183,0,0,0
Missouri,2017,10067,9029,395,221,174,395,221,174,1,1,0
Montana,1977,6659,6254,1030,358,672,1030,358,672,0,0,0
Montana,1978,6761,6371,897,354,543,897,354,543,0,0,0
Montana,1979,6484,6021,838,369,469,838,369,469,0,0,0
Montana,1980,6515,5891,922,377,545,922,377,545,0,0,0
Montana,1981,6463,5717,851,272,579,851,272,579,0,0,0
Montana,1982,6496,5667,648,281,367,648,281,367,0,0,0
Montana,1983,6907,6007,691,288,403,691,288,403,0,0,0
Montana,1984,7131,6327,764,281,483,764,281,483,0,0,0
Montana,1985,7371,6752,842,295,547,842,295,547,0,0,0
Montana,1986,7367,7041,936,312,624,936,312,624,0,0,0
Montana,1987,7346,6996,820,285,535,820,285,535,0,0,0
Montana,1988,7580,6641,726,279,447,726,279,447,0,0,0
Montana,1989,7467,6632,704,270,434,704,270,434,0,0,0
Montana,1990,7660,6844,728,314,415,728,314,415,0,0,0
Montana,1991,7230,7104,753,306,446,753,306,446,0,0,0
Montana,1992,8290,7246,759,301,458,759,301,458,0,0,0
Montana,1993,7854,7087,715,290,426,715,290,426,0,0,0
Montana,1994,7923,7160,727,295,431,727,295,431,0,0,0
Montana,1995,7994,7348,683,286,397,683,286,397,0,0,0
Montana,1996,7941,7403,732,293,439,732,293,439,0,0,0
Montana,1997,8187,7474,708,290,418,708,290,418,0,0,0
Montana,1998,8358,7488,715,290,425,715,290,425,0,0,0
Montana,1999,8416,7769,789,289,500,789,289,500,0,0,0
Montana,2000,8888,7849,817,324,492,817,324,492,0,0,0
Montana,2002,8236,8394,811,285,526,811,285,526,0,0,0
Montana,2004,9746,8649,870,288,583,870,288,583,0,0,0
Montana,2005,9931,8560,862,296,566,862,296,566,0,0,0
Montana,2006,10235,8866,889,298,591,889,298,591,0,0,0
Montana,2007,11226,9125,894,299,595,894,299,595,0,0,0
Montana,2008,9929,9475,896,304,592,896,304,592,0,0,0
Montana,2009,8312,9854,969,329,640,969,329,640,0,0,0
Montana,2010,11101,10548,1055,365,691,1055,365,691,0,0,0
Montana,2011,11235,10188,981,360,622,981,360,622,0,0,0
Montana,2012,9503,9963,1120,393,728,1120,393,728,0,0,0
Montana,2013,10440,9738,926,352,574,926,352,574,0,0,0
Montana,2014,10950,9803,967,379,588,967,379,588,0,0,0
Montana,2015,10047,9976,975,377,598,975,377,598,0,0,0
Montana,2016,9255,9820,848,498,350,848,498,350,0,0,0
Montana,2017,11198,10317,801,490,311,801,490,311,0,0,0
Nebraska,1977,6982,7390,670,270,400,670,270,400,0,0,0
Nebraska,1978,6943,7383,669,281,388,669,281,388,0,0,0
Nebraska,1979,7003,7377,678,264,414,678,264,414,0,0,0
Nebraska,1980,6832,7032,681,241,440,681,241,440,0,0,0
Nebraska,1981,6642,6880,610,243,367,610,243,367,0,0,0
Nebraska,1982,6754,6810,586,261,325,586,261,325,0,0,0
Nebraska,1983,7231,6951,605,309,297,605,309,297,0,0,0
Nebraska,1984,7436,7040,646,290,356,646,290,356,0,0,0
Nebraska,1985,7636,7475,703,314,390,703,314,390,0,0,0
Nebraska,1986,8007,7761,690,324,366,690,324,366,0,0,0
Nebraska,1987,8127,7499,611,304,308,611,304,308,0,0,0
Nebraska,1988,8034,7404,604,253,351,604,253,351,0,0,0
Nebraska,1989,8291,7711,612,233,379,612,233,379,0,0,0
Nebraska,1990,8334,7797,621,226,395,621,226,395,0,0,0
Nebraska,1991,8268,7857,616,247,369,616,247,369,0,0,0
Nebraska,1992,8361,7999,609,226,383,609,226,383,0,0,0
Nebraska,1993,8272,8001,621,224,397,621,224,397,0,0,0
Nebraska,1994,8795,8264,647,231,416,647,231,416,0,0,0
Nebraska,1995,8939,8386,676,236,440,676,236,440,0,0,0
Nebraska,1996,9239,8388,671,252,419,671,252,419,0,0,0
Nebraska,1997,9751,8672,684,256,428,684,256,428,0,0,0
Nebraska,1998,9728,8431,634,255,379,634,255,379,0,0,0
Nebraska,1999,9448,8616,692,254,438,692,254,438,0,0,0
Nebraska,2000,9677,8996,731,258,472,731,258,472,0,0,0
Nebraska,2002,9485,9848,728,267,462,728,267,462,0,0,0
Nebraska,2004,11505,10436,767,275,492,767,275,492,0,0,0
Nebraska,2005,11332,10212,731,216,516,731,216,516,0,0,0
